,target,text
4483,0,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
1721,0,Am watching house â€“ very entertaining â€“ am getting the whole hugh laurie thing â€“ even with the stick â€“ indeed especially with the stick.
2769,1,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
1411,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
430,0,At home watching tv lor.
4484,0,Shopping? Eh ger i toking abt syd leh...Haha
5066,0,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
518,0,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
1522,0,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
2877,0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
4447,0,Please tell me you have some of that special stock you were talking about
4113,0,Thought we could go out for dinner. I'll treat you! Seem ok?
57,0,Tell where you reached
668,0,Have a good evening! Ttyl
4827,0,Yup but it's not giving me problems now so mayb i'll jus leave it...
3808,0,Mm you ask him to come its enough :-)
3785,0,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
3782,0,How r Ã¼ going to send it to me?
2594,0,"Thatâ€˜s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
1884,0,I love your ass! Do you enjoy doggy style? :)
1015,0,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
1281,0,Am I the only one who doesn't stalk profiles?
3652,0,"Probably not, still going over some stuff here"
3397,0,Heehee that was so funny tho
1434,0,I asked sen to come chennai and search for job.
1006,1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
761,0,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
1847,1,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
4281,0,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
893,0,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
3873,0,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-)."
3245,0,"Its ok, if anybody asks abt me, u tel them..:-P"
4213,0,I attended but nothing is there.
5313,1,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50
3296,0,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
777,0,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
863,0,Did u find out what time the bus is at coz i need to sort some stuff out.
5251,0,You do your studies alone without anyones help. If you cant no need to study.
892,0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
5481,1,URGENT We are trying to contact you Last weekends draw shows u have won a Â£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
507,0,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
2717,0,Okie.. Thanx..
4175,0,How are you doing. How's the queen. Are you going for the royal wedding
4190,0,"Sorry, I'll call later"
2667,0,Why de. You looking good only:-)..
2554,0,I'll reach in ard 20 mins ok...
1253,0,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
2880,1,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16"
238,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
1492,0,In the end she might still vomit but its okay. Not everything will come out.
4051,0,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
2276,0,Love you aathi..love u lot..
109,0,Dont worry. I guess he's busy.
5236,1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
4309,0,He dint tell anything. He is angry on me that why you told to abi.
2299,1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
1368,0,Alright. I'm out--have a good night!
1707,0,Was doing my test earlier. I appreciate you. Will call you tomorrow.
4469,0,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
1401,0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
108,0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
1078,0,Convey my regards to him
4236,1,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
4397,0,When did dad get back.
1029,0,"Its good, we'll find a way"
3376,0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
4093,0,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
5528,0,What about this one then.
5162,0,Ok leave no need to ask
3889,0,Unlimited texts. Limited minutes.
739,0,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
90,0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
2882,0,Hi Harish's rent has been transfred to ur Acnt.
1719,0,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
790,0,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
885,0,Gibbs unsold.mike hussey
1582,0,"Yep, at derek's house now, see you Sunday &lt;3"
4403,0,Just getting back home
1456,0,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
4887,1,Todays Vodafone numbers ending with 4882 are selected to a receive a Â£350 award. If your number matches call 09064019014 to receive your Â£350 award.
508,0,What's the significance?
4603,0,And I don't plan on staying the night but I prolly won't be back til late
2858,0,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
3807,0,Pls dont restrict her from eating anythin she likes for the next two days.
432,1,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
558,0,Hi Princess! Thank you for the pics. You are very pretty. How are you?
465,0,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
4544,0,when you and derek done with class?
2188,1,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
2056,0,.Please charge my mobile when you get up in morning.
4028,0,Lol its ok I didn't remember til last nite
4701,0,I liked the new mobile
4747,0,"When you just put in the + sign, choose my number and the pin will show. Right?"
4885,0,Poor girl can't go one day lmao
2353,1,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
983,0,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
5391,0,Ooooooh I forgot to tell u I can get on yoville on my phone
2252,0,Den wat will e schedule b lk on sun?
5522,0,Going to join tomorrow.
3613,0,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
1726,0,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
4313,0,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
1704,0,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
1627,1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth Â£350! To Claim, Call London 02072069400. Bx 526, SW73SS"
3294,0,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
2584,0,Hi happy birthday. Hi hi hi hi hi hi hi
1578,0,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
5100,0,Nope thats fine. I might have a nap tho! 
1971,0,Enjoy ur life. . Good night
4592,0,Right it wasnt you who phoned it was someone with a number like yours!
2713,0,Nope i'm not drivin... I neva develop da photos lei...
3612,0,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
4897,0,I cant pick the phone right now. Pls send a message
2759,0,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
1608,0,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
2920,0,"Thanx 4 the time weÂ’ve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
4174,0,And pls pls drink plenty plenty water
3208,0,Oops my phone died and I didn't even know. Yeah I like it better.
215,0,Finally the match heading towards draw as your prediction.
5405,0,Dear are you angry i was busy dear
1283,0,Yes i thought so. Thanks.
1249,0,"I call you later, don't have network. If urgnt, sms me."
2499,0,Yup i've finished c Ã¼ there...
1002,0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
5413,0,East coast
1992,1,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
4178,0,Two teams waiting for some players
4729,0,I've reached already.
1437,0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
3940,0,Does daddy have a bb now.
4452,0,I've told you everything will stop. Just dont let her get dehydrated.
2348,0,That seems unnecessarily affectionate
143,0,I know you are. Can you pls open the back?
2320,0,This pain couldn't have come at a worse time.
2405,0,I'm meeting Darren...
4232,0,I'm at home. Please call
346,0,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
22,0,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
4882,0,As usual u can call me ard 10 smth.
3446,0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
5263,0,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
2384,0,"Sorry, I'll call later"
1750,0,Got it..mail panren paru..
5355,0,Tell me something. Thats okay.
4895,1,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
2990,0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
1299,0,Great to hear you are settling well. So what's happenin wit ola?
4692,0,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
2051,0,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
2680,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
847,0,I am in office:)whats the matter..msg me now.i will call you at break:).
729,0,Dunno y u ask me.
3647,0,"Hey babe, my friend had to cancel, still up for a visit ?"
4373,0,Me fine..absolutly fine
2802,0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
2921,0,"Yo, any way we could pick something up tonight?"
2071,0,Good night my dear.. Sleepwell&amp;Take care
4852,0,I liked your new house
3096,0,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
3607,0,I have no idea where you are
3362,0,No messages on her phone. I'm holding it now
4727,1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
3321,0,Yo im right by yo work
1162,1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
350,0,"Nah can't help you there, I've never had an iphone"
2311,1,"Congratulations! Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
1868,0,Today my system sh get ready.all is well and i am also in the deep well
2946,0,make that 3! 4 fucks sake?! x
1003,0,&lt;#&gt;  am I think? Should say on syllabus
1677,0,Lol where do u come up with these ideas?
4797,1,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
1157,0,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
3111,0,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
3344,0,Oh great. I.ll disturb him more so that we can talk.
2377,1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
5247,0,U come n search tat vid..not finishd..
3703,0,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
1742,0,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
3026,0,I finished my lunch already. U wake up already?
3998,1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
2718,1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
3742,0,Hey i'm bored... So i'm thinking of u... So wat r u doing?
2171,0,I wont. So wat's wit the guys
4303,0,Yup i'm free...
1221,0,Prakesh is there know.
2008,0,See the forwarding message for proof
1213,0,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
2017,0,"Better than bb. If he wont use it, his wife will or them doctor"
3804,0,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
2916,0,What time should I tell my friend to be around?
2562,0,"Yeah I am, so I'll leave maybe 7ish?"
1812,0,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
5381,0,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
3279,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
1042,0,Easy ah?sen got selected means its good..
5475,0,Yes princess! I want to please you every night. Your wish is my command...
4738,0,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
5370,0,"Lol, oh you got a friend for the dog ?"
438,0,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
4004,0,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
2109,0,Lara said she can loan me  &lt;#&gt; .
1959,0,Howz that persons story
3462,1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
5569,0,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
5302,0,"I can. But it will tell quite long, cos i haven't finish my film yet..."
3532,0,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
1032,0,HAPPY NEW YEAR MY NO.1 MAN
1559,0,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
641,0," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
2928,0,Anything...
1203,0,Thanks for understanding. I've been trying to tell sura that.
2870,1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
11,1,"URGENT! You have won a 1 week FREE membership in our Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
2706,0,S now only i took tablets . Reaction morning only.
4456,0,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
1800,0,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
3236,0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
2911,0,"Sorry,in meeting I'll call later"
69,0,Wah lucky man... Then can save money... Hee...
2141,0,Alright took the morphine. Back in yo.
631,0,Thank u!
2380,0,"If i let you do this, i want you in the house by 8am."
1950,0,Oh ic. I thought you meant mary jane.
3504,0,Will you be here for food
2876,0,Fuck cedar key and fuck her (come over anyway tho)
1449,0,say thanks2. 
3820,0,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
193,0,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
412,0,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
3050,0,Ok
4429,0,Hey they r not watching movie tonight so i'll prob b home early...
5452,0,Except theres a chick with huge boobs.
3232,0,Guess he wants alone time. We could just show up and watch when they do..
3900,0,Okie
1020,0,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
1086,0,I don't think he has spatula hands!
4323,0,Aight well keep me informed
4451,0,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
2047,0,No de. But call me after some time. Ill tell you k
1112,0,So that means you still think of teju
1906,0,And stop being an old man. You get to build snowman snow angels and snowball fights.
1271,0,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
1354,0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
3661,0,Well then you have a great weekend!
1987,0,No calls..messages..missed calls
317,0,"Not really dude, have no friends i'm afraid :("
5464,0,Shall I bring us a bottle of wine to keep us amused? Only joking! Iâ€˜ll bring one anyway
1933,0,R u over scratching it?
2202,0,"(And my man carlos is definitely coming by mu tonight, no excuses)"
3035,0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
5069,0,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
3025,0,"What part of ""don't initiate"" don't you understand"
4251,0,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
4231,0,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
1163,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
4832,0,Rats. Hey did u ever vote for the next themes?
3253,0,K:)k..its good:)when are you going?
2146,0,So can collect ur laptop?
2057,0,"Nothing, i got msg frm tht unknown no.."
3020,0,I thank you so much for all you do with selflessness. I love you plenty.
4803,0,How do you plan to manage that
1013,0,Just buy a pizza. Meat lovers or supreme. U get to pick.
1517,1,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
707,0,Quite late lar... Ard 12 anyway i wun b drivin...
2235,0,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtÂ”braindanceÂ”a comp.ofstuff on aphexÂ’s ;abel,u hav2hear it!c u sn xxxx"
0,0,Ok lar... Joking wif u oni...
2784,0,"K, wat s tht incident?"
3869,0,No let me do the math. Your not good at it.
3893,0,Have you heard from this week?
4936,0,K..k.:)congratulation ..
3148,0,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDÂ’S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
4368,0,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
713,0,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
5071,0,As in different styles?
1448,1,As a registered optin subscriber ur draw 4 Â£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
5190,0,"Sorry, I'll call later"
5465,1,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueÂ¡C C RingtoneÂ¡
1965,0,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
3616,0,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
4083,0,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
2817,1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
908,0,WHITE FUDGE OREOS ARE IN STORES
3033,0,"Aight, lemme know what's up"
2955,0,Id have to check but there's only like 1 bowls worth left
5350,0,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
4474,1,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
1674,0,Nah dub but je still buff
2785,0,Yeah get the unlimited
5186,0,WHAT TIME U WRKIN?
2520,0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
1581,0,Hhahhaahahah rofl wtf nig was leonardo in your room or something
5224,0,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
2292,0,:-( that's not v romantic!
2263,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
3030,0,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
2234,0,What's your room number again? Wanna make sure I'm knocking on the right door
2543,0,Package all your programs well
445,0,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
5513,0,Oh... Okie lor...We go on sat... 
998,0,Then Ã¼ wait 4 me at bus stop aft ur lect lar. If i dun c Ã¼ then i go get my car then come back n pick Ã¼.
2804,0,Lil fever:) now fine:)
3150,0,Yo! Howz u? girls never rang after india. L
4239,0,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
2660,0,Want to finally have lunch today?
4423,0,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
2754,0,Ok Chinese food on its way. When I get fat you're paying for my lipo.
3109,0,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
2522,0,Dunno lei... I might b eatin wif my frens... If Ã¼ wan to eat then i wait 4 Ã¼ lar
4798,0,Just come home. I don't want u to be miserable
457,0,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
884,0,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
2038,0,Hey are we going for the lo lesson or gym? 
2211,0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
3506,0,Nite...
4886,0,Or just do that 6times
5223,0,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
3687,0,Great! I shoot big loads so get ready!
3551,0,I love you both too :-)
2361,0,Hi. I'm sorry i missed your call. Can you pls call back.
2049,0,How much is blackberry bold2 in nigeria.
2668,1,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp Â£1.50/msg
3611,0,No. I.ll meet you in the library
1516,0,I need to come home and give you some good lovin...
4301,0,Are there TA jobs available? Let me know please cos i really need to start working
3966,0,I was just callin to say hi. Take care bruv!
86,0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
1769,0,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
3925,0,As if i wasn't having enough trouble sleeping.
5114,1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
5156,0,K k:) sms chat with me.
237,0,Where are you?when wil you reach here?
3655,0,Senthil group company Apnt 5pm.
2610,0,"As usual..iam fine, happy &amp; doing well..:)"
3298,1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
1602,0,Ok pa. Nothing problem:-)
3032,0,Jokin only lar... :-) depends on which phone my father can get lor...
2364,0,Ok then no need to tell me anything i am going to sleep good night
1247,0,Horrible gal. Me in sch doing some stuff. How come u got mc?
5507,0,"Machan you go to gym tomorrow,  i wil come late goodnight."
724,0,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
5051,0,With my sis lor... We juz watched italian job.
858,0,Spoons it is then okay?
989,0,Ugh. Gotta drive back to sd from la. My butt is sore.
4297,1,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
4263,0,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
2781,0,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
